organizationSlug,branchCode,orderNumber,userEmail,serviceType,status,subtotal,tax,discount,total,tableLabel,notes,metadata
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00930,cashier@nimbus.demo,DINE_IN,READY,133300.00,24000.00,0.00,157300.00,RB-13,,"{""createdAt"": ""2026-06-17T15:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00931,cashier@nimbus.demo,DINE_IN,CLOSED,127700.00,21800.00,6400.00,143100.00,GC-07,,"{""createdAt"": ""2026-06-17T10:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00932,waiter@nimbus.demo,DINE_IN,READY,327500.00,56000.00,16400.00,367100.00,GC-08,,"{""createdAt"": ""2026-06-17T17:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00933,supervisor@nimbus.demo,DINE_IN,CLOSED,176200.00,31700.00,0.00,207900.00,GC-02,,"{""createdAt"": ""2026-06-17T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00934,supervisor@nimbus.demo,DINE_IN,CLOSED,124000.00,22300.00,0.00,146300.00,GC-02,,"{""createdAt"": ""2026-06-17T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00935,waiter@nimbus.demo,DINE_IN,READY,188400.00,33900.00,0.00,222300.00,GC-03,,"{""createdAt"": ""2026-06-17T17:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00936,supervisor@nimbus.demo,TAKEAWAY,CLOSED,463600.00,83400.00,0.00,547000.00,,,"{""createdAt"": ""2026-06-17T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00937,cashier@nimbus.demo,TAKEAWAY,NEW,177300.00,31900.00,0.00,209200.00,,,"{""createdAt"": ""2026-06-17T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00938,supervisor@nimbus.demo,DINE_IN,CLOSED,108000.00,19400.00,0.00,127400.00,EV-08,,"{""createdAt"": ""2026-06-17T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00939,cashier@nimbus.demo,DINE_IN,SERVED,54300.00,9800.00,0.00,64100.00,EV-07,,"{""createdAt"": ""2026-06-17T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00940,supervisor@nimbus.demo,DINE_IN,CLOSED,336300.00,60500.00,0.00,396800.00,EV-03,,"{""createdAt"": ""2026-06-17T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00941,waiter@nimbus.demo,TAKEAWAY,CLOSED,262000.00,47200.00,0.00,309200.00,,,"{""createdAt"": ""2026-06-18T15:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00942,cashier@nimbus.demo,DINE_IN,SERVED,12000.00,2100.00,600.00,13500.00,TD-07,,"{""createdAt"": ""2026-06-18T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00943,waiter@nimbus.demo,DINE_IN,CLOSED,32000.00,5800.00,0.00,37800.00,TD-08,,"{""createdAt"": ""2026-06-18T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00944,supervisor@nimbus.demo,DINE_IN,CLOSED,178000.00,32000.00,0.00,210000.00,TD-01,,"{""createdAt"": ""2026-06-18T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00945,supervisor@nimbus.demo,TAKEAWAY,SENT,188000.00,32100.00,9400.00,210700.00,,,"{""createdAt"": ""2026-06-18T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00946,cashier@nimbus.demo,DINE_IN,SERVED,114000.00,20500.00,0.00,134500.00,TD-15,,"{""createdAt"": ""2026-06-18T10:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00947,waiter@nimbus.demo,DINE_IN,CLOSED,133300.00,24000.00,0.00,157300.00,RB-15,,"{""createdAt"": ""2026-06-18T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00948,waiter@nimbus.demo,DINE_IN,CLOSED,63900.00,11500.00,0.00,75400.00,RB-11,,"{""createdAt"": ""2026-06-18T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00949,waiter@nimbus.demo,TAKEAWAY,READY,115800.00,20800.00,0.00,136600.00,,,"{""createdAt"": ""2026-06-18T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00950,waiter@nimbus.demo,DINE_IN,CLOSED,170300.00,30700.00,0.00,201000.00,RB-14,,"{""createdAt"": ""2026-06-18T15:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00951,cashier@nimbus.demo,DINE_IN,SENT,64300.00,11600.00,0.00,75900.00,RB-02,,"{""createdAt"": ""2026-06-18T07:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00952,cashier@nimbus.demo,DINE_IN,CLOSED,200600.00,34300.00,10000.00,224900.00,RB-11,,"{""createdAt"": ""2026-06-18T15:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00953,waiter@nimbus.demo,DINE_IN,CLOSED,60000.00,10800.00,0.00,70800.00,GC-13,,"{""createdAt"": ""2026-06-18T10:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00954,cashier@nimbus.demo,TAKEAWAY,CLOSED,15600.00,2700.00,800.00,17500.00,,,"{""createdAt"": ""2026-06-18T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00955,waiter@nimbus.demo,TAKEAWAY,SENT,44200.00,8000.00,0.00,52200.00,,,"{""createdAt"": ""2026-06-18T10:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00956,supervisor@nimbus.demo,DINE_IN,NEW,59000.00,10600.00,0.00,69600.00,GC-17,,"{""createdAt"": ""2026-06-18T10:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00957,cashier@nimbus.demo,DINE_IN,CLOSED,47800.00,8600.00,0.00,56400.00,GC-05,,"{""createdAt"": ""2026-06-18T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00958,waiter@nimbus.demo,DINE_IN,NEW,98200.00,16800.00,4900.00,110100.00,GC-15,,"{""createdAt"": ""2026-06-18T07:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00959,waiter@nimbus.demo,DINE_IN,CLOSED,166200.00,29900.00,0.00,196100.00,EV-05,,"{""createdAt"": ""2026-06-18T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00960,supervisor@nimbus.demo,DINE_IN,CLOSED,214900.00,36800.00,10700.00,241000.00,EV-04,,"{""createdAt"": ""2026-06-18T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00961,waiter@nimbus.demo,DINE_IN,NEW,95600.00,17200.00,0.00,112800.00,EV-01,,"{""createdAt"": ""2026-06-18T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00962,supervisor@nimbus.demo,TAKEAWAY,CLOSED,204100.00,34900.00,10200.00,228800.00,,,"{""createdAt"": ""2026-06-18T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00963,waiter@nimbus.demo,DINE_IN,NEW,403800.00,72700.00,0.00,476500.00,EV-12,,"{""createdAt"": ""2026-06-18T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00964,waiter@nimbus.demo,DINE_IN,CLOSED,243000.00,43700.00,0.00,286700.00,EV-08,,"{""createdAt"": ""2026-06-18T10:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00965,supervisor@nimbus.demo,DINE_IN,SERVED,126000.00,22700.00,0.00,148700.00,TD-19,,"{""createdAt"": ""2026-06-19T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00966,cashier@nimbus.demo,TAKEAWAY,CLOSED,138000.00,24800.00,0.00,162800.00,,,"{""createdAt"": ""2026-06-19T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00967,cashier@nimbus.demo,DINE_IN,CLOSED,156000.00,28100.00,0.00,184100.00,TD-05,,"{""createdAt"": ""2026-06-19T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00968,waiter@nimbus.demo,DINE_IN,SERVED,114000.00,20500.00,0.00,134500.00,TD-14,,"{""createdAt"": ""2026-06-19T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00969,waiter@nimbus.demo,DINE_IN,SERVED,181000.00,32600.00,0.00,213600.00,TD-09,,"{""createdAt"": ""2026-06-19T07:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00970,cashier@nimbus.demo,DINE_IN,CLOSED,150000.00,27000.00,0.00,177000.00,TD-14,,"{""createdAt"": ""2026-06-19T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00971,supervisor@nimbus.demo,DINE_IN,CLOSED,76000.00,13700.00,0.00,89700.00,TD-11,,"{""createdAt"": ""2026-06-19T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00972,waiter@nimbus.demo,DINE_IN,CLOSED,174500.00,29800.00,8700.00,195600.00,RB-15,,"{""createdAt"": ""2026-06-19T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00973,cashier@nimbus.demo,TAKEAWAY,NEW,94200.00,17000.00,0.00,111200.00,,,"{""createdAt"": ""2026-06-19T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00974,supervisor@nimbus.demo,DINE_IN,CLOSED,32000.00,5800.00,0.00,37800.00,RB-16,,"{""createdAt"": ""2026-06-19T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00975,waiter@nimbus.demo,DINE_IN,SENT,198600.00,35700.00,0.00,234300.00,RB-13,,"{""createdAt"": ""2026-06-19T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00976,waiter@nimbus.demo,DINE_IN,CLOSED,188400.00,33900.00,0.00,222300.00,RB-01,,"{""createdAt"": ""2026-06-19T07:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00977,cashier@nimbus.demo,DINE_IN,SENT,309100.00,55600.00,0.00,364700.00,RB-04,,"{""createdAt"": ""2026-06-19T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00978,supervisor@nimbus.demo,TAKEAWAY,CLOSED,231100.00,41600.00,0.00,272700.00,,,"{""createdAt"": ""2026-06-19T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00979,cashier@nimbus.demo,DINE_IN,SERVED,8300.00,1500.00,0.00,9800.00,GC-17,,"{""createdAt"": ""2026-06-19T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00980,supervisor@nimbus.demo,DINE_IN,CLOSED,211600.00,38100.00,0.00,249700.00,GC-13,,"{""createdAt"": ""2026-06-19T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00981,supervisor@nimbus.demo,DINE_IN,CLOSED,92400.00,16600.00,0.00,109000.00,GC-11,,"{""createdAt"": ""2026-06-19T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00982,cashier@nimbus.demo,DINE_IN,CLOSED,126100.00,22700.00,0.00,148800.00,GC-08,,"{""createdAt"": ""2026-06-19T07:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00983,supervisor@nimbus.demo,DINE_IN,CLOSED,49600.00,8500.00,2500.00,55600.00,GC-16,,"{""createdAt"": ""2026-06-19T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00984,cashier@nimbus.demo,DINE_IN,CLOSED,132600.00,23900.00,0.00,156500.00,GC-08,,"{""createdAt"": ""2026-06-19T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00985,cashier@nimbus.demo,DINE_IN,CLOSED,125100.00,22500.00,0.00,147600.00,GC-01,,"{""createdAt"": ""2026-06-19T10:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00986,waiter@nimbus.demo,DINE_IN,CLOSED,90300.00,16300.00,0.00,106600.00,EV-06,,"{""createdAt"": ""2026-06-19T15:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00987,waiter@nimbus.demo,DINE_IN,CLOSED,317600.00,54300.00,15900.00,356000.00,EV-08,,"{""createdAt"": ""2026-06-19T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00988,waiter@nimbus.demo,DINE_IN,SENT,42500.00,7600.00,0.00,50100.00,EV-11,,"{""createdAt"": ""2026-06-19T10:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00989,cashier@nimbus.demo,TAKEAWAY,CLOSED,80000.00,14400.00,0.00,94400.00,,,"{""createdAt"": ""2026-06-19T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00990,supervisor@nimbus.demo,DINE_IN,CLOSED,85000.00,15300.00,0.00,100300.00,EV-04,,"{""createdAt"": ""2026-06-19T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00991,supervisor@nimbus.demo,DINE_IN,CLOSED,270000.00,48600.00,0.00,318600.00,EV-10,,"{""createdAt"": ""2026-06-19T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-00992,waiter@nimbus.demo,DINE_IN,NEW,295200.00,53100.00,0.00,348300.00,EV-08,,"{""createdAt"": ""2026-06-19T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00993,cashier@nimbus.demo,DINE_IN,CLOSED,64000.00,11500.00,0.00,75500.00,TD-12,,"{""createdAt"": ""2026-06-20T09:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00994,waiter@nimbus.demo,DINE_IN,SENT,64000.00,11500.00,0.00,75500.00,TD-19,,"{""createdAt"": ""2026-06-20T10:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-00995,cashier@nimbus.demo,TAKEAWAY,SERVED,157000.00,28300.00,0.00,185300.00,,,"{""createdAt"": ""2026-06-20T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00996,waiter@nimbus.demo,TAKEAWAY,CLOSED,47100.00,8500.00,0.00,55600.00,,,"{""createdAt"": ""2026-06-20T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00997,cashier@nimbus.demo,DINE_IN,CLOSED,62800.00,11300.00,0.00,74100.00,RB-02,,"{""createdAt"": ""2026-06-20T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-00998,supervisor@nimbus.demo,TAKEAWAY,CLOSED,64000.00,11500.00,0.00,75500.00,,,"{""createdAt"": ""2026-06-20T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-00999,supervisor@nimbus.demo,TAKEAWAY,SENT,253900.00,45700.00,0.00,299600.00,,,"{""createdAt"": ""2026-06-20T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-01000,waiter@nimbus.demo,TAKEAWAY,CLOSED,55100.00,9900.00,0.00,65000.00,,,"{""createdAt"": ""2026-06-20T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-01001,cashier@nimbus.demo,TAKEAWAY,CLOSED,130500.00,23500.00,0.00,154000.00,,,"{""createdAt"": ""2026-06-20T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-01002,cashier@nimbus.demo,DINE_IN,CLOSED,85800.00,15400.00,0.00,101200.00,EV-12,,"{""createdAt"": ""2026-06-20T17:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-01003,cashier@nimbus.demo,TAKEAWAY,CLOSED,26000.00,4700.00,0.00,30700.00,,,"{""createdAt"": ""2026-06-20T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-01004,cashier@nimbus.demo,DINE_IN,READY,138100.00,24900.00,0.00,163000.00,EV-10,,"{""createdAt"": ""2026-06-20T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-01005,supervisor@nimbus.demo,TAKEAWAY,READY,48000.00,8600.00,0.00,56600.00,,,"{""createdAt"": ""2026-06-21T15:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-01006,supervisor@nimbus.demo,DINE_IN,CLOSED,190000.00,34200.00,0.00,224200.00,TD-14,,"{""createdAt"": ""2026-06-21T15:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-01007,waiter@nimbus.demo,DINE_IN,CLOSED,240000.00,43200.00,0.00,283200.00,TD-01,,"{""createdAt"": ""2026-06-21T07:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-01008,cashier@nimbus.demo,TAKEAWAY,READY,183000.00,31300.00,9200.00,205100.00,,,"{""createdAt"": ""2026-06-21T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-01009,supervisor@nimbus.demo,TAKEAWAY,SERVED,86300.00,15500.00,0.00,101800.00,,,"{""createdAt"": ""2026-06-21T15:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-01010,cashier@nimbus.demo,DINE_IN,NEW,84600.00,14500.00,4200.00,94900.00,RB-09,,"{""createdAt"": ""2026-06-21T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-01011,supervisor@nimbus.demo,DINE_IN,CLOSED,106200.00,19100.00,0.00,125300.00,RB-12,,"{""createdAt"": ""2026-06-21T15:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-01012,cashier@nimbus.demo,DINE_IN,SERVED,145000.00,26100.00,0.00,171100.00,RB-08,,"{""createdAt"": ""2026-06-21T09:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-01013,cashier@nimbus.demo,DINE_IN,CLOSED,99400.00,17900.00,0.00,117300.00,GC-17,,"{""createdAt"": ""2026-06-21T10:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-01014,waiter@nimbus.demo,TAKEAWAY,CLOSED,27600.00,5000.00,0.00,32600.00,,,"{""createdAt"": ""2026-06-21T15:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-01015,waiter@nimbus.demo,TAKEAWAY,NEW,33100.00,6000.00,0.00,39100.00,,,"{""createdAt"": ""2026-06-21T17:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-01016,supervisor@nimbus.demo,TAKEAWAY,SENT,68000.00,11600.00,3400.00,76200.00,,,"{""createdAt"": ""2026-06-21T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-01017,cashier@nimbus.demo,DINE_IN,CLOSED,191800.00,34500.00,0.00,226300.00,EV-04,,"{""createdAt"": ""2026-06-21T10:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-01018,waiter@nimbus.demo,DINE_IN,CLOSED,42500.00,7600.00,0.00,50100.00,EV-05,,"{""createdAt"": ""2026-06-21T15:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-01019,cashier@nimbus.demo,DINE_IN,NEW,201800.00,34500.00,10100.00,226200.00,EV-03,,"{""createdAt"": ""2026-06-21T15:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,EVENTS_KITCHEN,ORD-EVENTS_KITCHEN-01020,cashier@nimbus.demo,DINE_IN,CLOSED,58000.00,10400.00,0.00,68400.00,EV-06,,"{""createdAt"": ""2026-06-21T10:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-01021,cashier@nimbus.demo,DINE_IN,READY,93000.00,16700.00,0.00,109700.00,TD-07,,"{""createdAt"": ""2026-06-22T17:20:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-01022,waiter@nimbus.demo,TAKEAWAY,CLOSED,129000.00,23200.00,0.00,152200.00,,,"{""createdAt"": ""2026-06-22T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-01023,waiter@nimbus.demo,TAKEAWAY,NEW,46000.00,8300.00,0.00,54300.00,,,"{""createdAt"": ""2026-06-22T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-01024,cashier@nimbus.demo,DINE_IN,CLOSED,255000.00,45900.00,0.00,300900.00,TD-11,,"{""createdAt"": ""2026-06-22T15:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,TAPAS_DOWNTOWN,ORD-TAPAS_DOWNTOWN-01025,waiter@nimbus.demo,DINE_IN,CLOSED,342000.00,61600.00,0.00,403600.00,TD-05,,"{""createdAt"": ""2026-06-22T09:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-01026,cashier@nimbus.demo,DINE_IN,CLOSED,33600.00,5700.00,1700.00,37600.00,RB-11,,"{""createdAt"": ""2026-06-22T10:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-01027,waiter@nimbus.demo,DINE_IN,CLOSED,154800.00,26500.00,7700.00,173600.00,RB-11,,"{""createdAt"": ""2026-06-22T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-01028,supervisor@nimbus.demo,DINE_IN,SERVED,48000.00,8600.00,0.00,56600.00,RB-03,,"{""createdAt"": ""2026-06-22T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-01029,cashier@nimbus.demo,DINE_IN,CLOSED,150600.00,27100.00,0.00,177700.00,RB-13,,"{""createdAt"": ""2026-06-22T07:00:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,ROOFTOP_BAR,ORD-ROOFTOP_BAR-01030,waiter@nimbus.demo,DINE_IN,CLOSED,76900.00,13200.00,3800.00,86300.00,RB-13,,"{""createdAt"": ""2026-06-22T09:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-01031,waiter@nimbus.demo,DINE_IN,CLOSED,11000.00,2000.00,0.00,13000.00,GC-11,,"{""createdAt"": ""2026-06-22T07:30:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-01032,cashier@nimbus.demo,DINE_IN,CLOSED,51600.00,9300.00,0.00,60900.00,GC-07,,"{""createdAt"": ""2026-06-22T09:10:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-01033,supervisor@nimbus.demo,DINE_IN,CLOSED,53400.00,9600.00,0.00,63000.00,GC-03,,"{""createdAt"": ""2026-06-22T17:45:00Z"", ""demoSource"": ""generated-pack""}"
nimbus,GARDEN_CAFE,ORD-GARDEN_CAFE-01034,supervisor@nimbus.demo,DINE_IN,SENT,97200.00,17500.00,0.00,114700.00,GC-15,,"{""createdAt"": ""2026-06-22T15:00:00Z"", ""demoSource"": ""generated-pack""}"
